idn,title,year,isbn,url,subjects
1375818457,Niki de Saint Phalle - Die Grotte,2026,9783775758642,https://deposit.dnb.de/cgi-bin/dokserv?id=b406b929b9104918ad0d85fbf331800e,
1375817957,Niki de Saint Phalle - The Grotto,2026,9783775758659,https://deposit.dnb.de/cgi-bin/dokserv?id=030d7400be864bc6a143cf8fba4e5ffe,
1347131019,Feministische Avantgarde,2025,9783791376226,http://deposit.dnb.de/cgi-bin/dokserv?id=69cec3eb8a084667a52f7bfdeaf86900&prov=M&dok_var=1&dok_ext=htm,Engagierte Kunst | Avantgarde | Künstlerin | Feminismus | Geschichte 1968-1980 | Verbund AG
1357144318,Grethe Jürgens,2025,9783864424571,https://d-nb.info/1357144318/04,"Jürgens, Grethe | Malerei"
1361486112,Lillien Grupe - Realität(en)?,2025,9783949924101,https://d-nb.info/1361486112/04,
1375752529,Love you for infinity,2025,9783891692622,https://deposit.dnb.de/cgi-bin/dokserv?id=e813de7a50294b75a66d7e510e6bd6c4,
1375750437,Love you for infinity,2025,9783891692639,https://deposit.dnb.de/cgi-bin/dokserv?id=818727944b7f486e9150ab4531bc946e,
1362737259,"On lies, secrets and silence",2025,9783891692615,https://deposit.dnb.de/cgi-bin/dokserv?id=b566e2294217449bae9c8c6013346cff,
1366635671,Peter Heber - über das Sterben,2025,9783891692646,https://deposit.dnb.de/cgi-bin/dokserv?id=c162255c3801478e85559039d92abd9c,
129318635X,Verfemt - gehandelt,2025,9783864424243,https://d-nb.info/129318635X/04,"Kunst | Geschichte 1890-1945 | Doebbeke, Conrad | Sammlung | Sprengel Museum Hannover | Provenienzforschung | Doebbeke, Conrad | Sammlung | Kunst | Hannover | Erwerbung | Geschichte 1949 | Herkunft"
1325410217,Bastian Hoffmann - radical negation,2024,9783864424373,,
1376903024,How to be an artist like me,2024,9783949924071,https://d-nb.info/1376903024/04,
1347529314,Nahaufnahmen,2024,9783944286433,,
1326056700,Peter Tuma - aufkommende Unruhe,2024,9783891692608,https://d-nb.info/1326056700/04,
1318695635,Porträt einer Sammlung - Sprengel Museum Hannover,2024,9783891692585,https://d-nb.info/1318695635/04,Kunst | Geschichte 1902-2015 | Sprengel Museum Hannover
1315847256,Subjective evidence,2024,9783960701088,https://d-nb.info/1315847256/04,"Probst, Barbara | Fotografie | Geschichte 2019-2023"
1288765711,Adrian Sauer: truth table,2023,9783959057561,https://d-nb.info/1288765711/04,"Sauer, Adrian | Fotografie | Geschichte 1998-2023"
1310094683,Christian Retschlag,2023,9783864424311,https://d-nb.info/1310094683/04,"Retschlag, Christian | Dokumentarfotografie | Radwandern | Hannover | Mont Ventoux | Landschaftsfotografie | Sachaufnahme"
1277295123,Fotografien der Fotografie,2023,9783868327519,https://d-nb.info/1277295123/04,"Jäger, Gottfried | Generative Fotografie | Geschichte 1960-2020"
1287958486,Kunst und Künstler*innen in Hannover im Nationalsozialismus,2023,9783891692561,https://d-nb.info/1287958486/04,
1299123732,ocular witness,2023,9783891692578,,
1292894105,"Picasso, Beckmann",2023,9783954766017,https://d-nb.info/1292894105/04,"Picasso, Pablo | Beckmann, Max"
1318695732,Portrait of a collection - Sprengel Museum Hannover,2023,9783891692592,https://d-nb.info/1318695732/04,Kunst | Geschichte 1902-2015 | Sprengel Museum Hannover
1293186678,Schweinebewusstsein,2023,9783864424250,https://d-nb.info/1293186678/04,Schwein | Schweineproduktion | Fleischprodukt | Rezeption | Kunst | Geschichte 2007-2023
128063796X,The real thing,2023,9783947127429,https://d-nb.info/128063796X/04,"Brown, Glenn | Malerei | Plastik"
1287423973,Welche Moderne?,2023,9783954765751,https://d-nb.info/1287423973/04,Les Maîtres populaires de la réalité | Avantgarde | Naive Malerei | Rezeption | Kanon
1254011242,Edda Zesin - Zeichnungen,2022,9783891692554,,
1249062152,"Gegeben sind Reuterswärd, Fahlström, Duchamp",2022,9783864423789,https://d-nb.info/1249062152/04,"Reuterswärd, Carl Fredrik | Fahlström, Öyvind | Duchamp, Marcel"
1269127276,Seitwärts über den Nordpol,2022,9783753302560,https://d-nb.info/1269127276/04,"Möbus, Christiane"
126865471X,Vom Beginnen,2022,,https://d-nb.info/126865471X/04,
1245231324,A00121,2021,9783954764525,https://d-nb.info/1245231324/04,"Monka, Jonas | Plastik"
1246215810,Danach ist davor,2021,9783864423536,,"Monkiewitsch, Lienhard von | Malerei"
1187971537,Elementarteile,2021,9783864422973,,
1233038621,Elementarteile,2021,9783864422973,,
1233038753,Elementarteile,2021,9783864422973,,
123303880X,Elementarteile,2021,9783864422973,,
1233038915,Elementarteile,2021,9783864422973,,
1233038966,Elementarteile,2021,9783864422973,,
1233039059,Elementarteile,2021,9783864422973,,
1233039148,Elementarteile,2021,9783864422973,,
1233039229,Elementarteile,2021,9783864422973,,
1233039261,Elementarteile,2021,9783864422973,,
1244300748,Elementarteile,2021,9783864422973,,
1236770714,"Formen, die ihr Wesen treiben",2021,9783891692530,https://d-nb.info/1236770714/04,
1234724227,How to survive,2021,9783891692509,https://d-nb.info/1234724227/04,
1253329427,Isabel Nuño de Buen,2021,9783864423727,https://d-nb.info/1253329427/04,
1230238085,Pralinen,2021,9783982185156,,"Hoesle, Adi"
1249686180,True Pictures?,2021,,https://d-nb.info/1249686180/04,
1245878093,True pictures?,2021,9783864423703,https://d-nb.info/1245878093/04,USA | Kanada | Fotografie | Geschichte 1972-2001
1237512115,"Zanele Muholi, Zazise",2021,9783891692547,,
1295730979,Awangardowe muzeum,2020,9788366696044,https://d-nb.info/1295730979/04,Kunstmuseum | Avantgarde | Geschichte 1918-1933 | Muzej Chudožestvennoj Kul'tury | Societe Anonyme | AR | Sprengel Museum Hannover
1186728531,"Christian Borchert, The tectonics of remembrance",2020,9783959053372,https://d-nb.info/1186728531/04,"Borchert, Christian | Schwarzweißfotografie | Porträtfotografie | Geschichte 1954-1999"
1216354952,El Lissitzky und eine Rolle Plakate,2020,9783891692486,,
1234724731,How to survive,2020,9783891692493,https://d-nb.info/1234724731/04,
1217425500,M+M. Fieberhalle,2020,9783960986676,https://d-nb.info/1217425500/04,M + M | Film-Installation | Geschichte 1989-2019
1271483335,Naturdinge,2020,9783000650529,https://d-nb.info/1271483335/04,
1199132977,Aggregatzustände,2019,9783891692462,https://d-nb.info/1199132977/04,
1199023485,Bäume,2019,9783960987437,https://d-nb.info/1199023485/04,
1182483232,Die Reihe Merz 1923-1932,2019,9783110621303,http://www.degruyter.com/search?f_0=isbnissn&q_0=9783110621303&searchTitles=true,Merz
1195450265,Gerd Schmidt Vanhove,2019,9783891692448,https://d-nb.info/1195450265/04,
1189846268,Gezielte Setzungen: übermalte Fotografie in der zeitgenössischen Kunst,2019,9783891692455,https://d-nb.info/1189846268/04,
1196898936,Goraiko - Fiona Tan,2019,9789072532411,https://d-nb.info/1196898936/04,
118206521X,"Huemer, Ich hätte auch die gleiche Ausstellung immer wieder für Euch machen können",2019,9783891692431,,
120102899X,Jussuf Abbo,2019,9783891692479,,
1172533806,Louisa Clement: Remote control,2019,9783775745314,http://deposit.dnb.de/cgi-bin/dokserv?id=dd5b09ce7e27451890fc0d0c314952e5&prov=M&dok_var=1&dok_ext=htm,"Clement, Louisa | Smartphone | Fotografie | Schaufensterpuppe"
1187767387,Selected works 1971-2019,2019,9783868325485,https://d-nb.info/1187767387/04,"Aycock, Alice | Aluminiumplastik | Installation | Arbeiten auf Papier"
1187849278,Umbo - photographer,2019,9783864422881,https://d-nb.info/1187849278/04,Umbo | Fotografie
118876490X,"Viermal Neues auf Papier II - Christiane Baumgartner, Anke Röhrscheid, Miron Schmückle, Emma Stibbon",2019,,,
1166252477,"Anne Collier, Photographic",2018,9783960700302,,
115991205X,Ella Bergmann-Michel und Robert Michel,2018,9783864422492,https://d-nb.info/115991205X/04,"Bergmann-Michel, Ella | Michel, Robert | Collage | Grafik"
1158558708,Fake news,2018,,https://d-nb.info/1158558708/04,
1151655449,Figuren: Rineke Dijkstra und die Sammlung des Sprengel Museum Hannover,2018,9783891692417,https://d-nb.info/1151655449/04,
1152334859,Florentina Pakosta,2018,9783735604606,https://d-nb.info/1152334859/04,
1100706836,Menschen im Fahrstuhl,2018,9783959051033,,"Riebesehl, Heinrich | Schwarzweißfotografie | Porträtfotografie | Hannover | Aufzug | Geschichte 1969"
1209697742,Niki de Saint Phalle und Tinguely - Weltbilder oder die Ironie der Dinge,2018,9783981884036,,
1129629333,El Lissitzky - das Kabinett der Abstrakten,2017,,,
1138581755,Emil Cimiotti zum 90.,2017,9783891692387,https://d-nb.info/1138581755/04,
1119735556,Erdmännchen Gustav - Kunstraub im Museum,2017,9783570174593,http://deposit.dnb.de/cgi-bin/dokserv?id=dbed2409b1c941b48b83a5b5d8578bd6&prov=M&dok_var=1&dok_ext=htm,
1131818555,Präsent: zwischen den Zeilen,2017,9783891692370,https://d-nb.info/1131818555/04,
1133025897,Produktion: Made in Germany Drei,2017,9783864422089,https://d-nb.info/1133025897/04,Deutschland | Kunst
1135581436,RevonnaH,2017,9783864422256,https://d-nb.info/1135581436/04,Hannover | Kunst | Avantgarde | Geschichte 1912-1933
1139853325,The far flowered shore,2017,9783960981985,,"Weidner, Sascha"
110884541X,130 % Sprengel - Sammlung pur,2016,,,
1150798483,"Adi Hoesle, Margret Eicher - Kalibrierung",2016,9783891692394,,
1115202537,Erdmännchen Gustav - Kunstraub im Sprengel Museum,2016,9783945497029,,Sprengel Museum Hannover | Gemälde | Diebstahl | Zootiere | Erdmännchen | Aufklärung
1114294756,"Gert & Uwe Tobias, Collagen",2016,9783862066117,http://deposit.dnb.de/cgi-bin/dokserv?id=6b915d0460e346fba93e78b2c00460a6&prov=M&dok_var=1&dok_ext=htm,
1079538844,Manifesto,2016,9783863358563,,
1126048356,Manifesto,2016,9783863358556,,
1079284028,Manifesto,2016,9783863358556,,
1116097915,Werkstatt für Photographie 1976-1986,2016,9783960980438,https://d-nb.info/1116097915/04,Werkstatt für Photographie | Fotografie | Geschiochte 1976-1986
1116098571,Werkstatt für Photographie 1976-1986,2016,9783960980421,https://d-nb.info/1116098571/04,Werkstatt für Photographie | Fotografie | Geschichte 1976-1986
1070527726,Auszeit - vom Faulenzen und Nichtstun,2015,9783891692349,https://d-nb.info/1070527726/04,
1077109377,Corinna Schnitt,2015,9783835318076,https://d-nb.info/1077109377/04,
1064338895,"Figur I, Figur II",2015,9783944669908,http://deposit.dnb.de/cgi-bin/dokserv?id=5120238&prov=M&dok_var=1&dok_ext=htm,"Steinbach, Andrzej | Porträtfotografie | Frau"
1066784736,Hannah Collins,2015,9783868280265,https://d-nb.info/1066784736/04,
1077070586,Madonna,2015,9783954981908,https://d-nb.info/1077070586/04,Mariendarstellung | Mutter | Kultbild | Geschichte
1072517760,Plakativ,2015,9783891692356,,
1076877788,"Zehn Räume, drei Loggien und ein Saal: das neue Sprengel Museum",2015,9783891692363,https://d-nb.info/1076877788/04,
1043291598,Alle Texte,2014,9783050064437,https://d-nb.info/1043291598/04,
1048114511,Alle Texte,2014,,,
1052602061,Die frühen Jahre,2014,9783864421013,https://d-nb.info/1052602061/04,Großbritannien | Deutschland | Kunst | Geschichte 1945-1989
1051337542,We love Britain! - Martin Parr,2014,9783829606875,https://d-nb.info/1051337542/04,
1059615886,Zeichnung Ost,2014,9783891692332,https://d-nb.info/1059615886/04,
1031966706,Ausblicke,2013,9783785911259,https://d-nb.info/1031966706/04,Sprengel Museum Hannover | Kunst | Evangelische Kirche | Predigt
1031398457,"Boris Mikhailov, Bücher, Books",2013,9783863353032,https://d-nb.info/1031398457/04,
1031337814,"Erblickt, verpackt und mitgenommen - Herkunft der Dinge im Museum",2013,9783891692271,https://d-nb.info/1031337814/04,Provenienzforschung | Kongress | Hannover <2010>
102951769X,"Eva Leitolf, Postcards from Europe 03/13",2013,9783868283983,http://deposit.dnb.de/cgi-bin/dokserv?id=4227199&prov=M&dok_var=1&dok_ext=htm,
991780760,Inter esse,2013,9783865217882,http://deposit.dnb.de/cgi-bin/dokserv?id=3198717&prov=M&dok_var=1&dok_ext=htm,"Sewcz, Maria | Schwarzweißfotografie | Berlin | Geschichte 1985-1987 | Bildband"
1031591389,Meret Oppenheim - Über den Bäumen,2013,9783891692288,,
1034837842,Purer Zufall,2013,9783891692295,https://d-nb.info/1034837842/04,
1029836345,Schwitters in England,2013,9783775735957,https://d-nb.info/1029836345/04,
1043216928,Sturtevant - The house of horrors,2013,9783891692318,https://d-nb.info/1043216928/04,
1042673047,Von Kollwitz bis Picasso,2013,9783891692301,,
101742022X,"Ilya Kabakov, eine Rückkehr zur Malerei, a return to painting",2012,9783866786523,https://d-nb.info/101742022X/04,"Kabakov, Ilʹja Iosifovič | Malerei | Geschichte 1961-2011 | Ausstellung | Hannover <2012>"
1027197035,Im Zeichen der Linie,2012,9783891692264,https://d-nb.info/1027197035/04,
1022285688,Made in Germany Zwei,2012,9783869843346,https://d-nb.info/1022285688/04,Deutschland | Kunst | Internationalität | Ausstellung | Hannover <2012>
102374242X,Michael Morgner,2012,9783891692240,,
1017295824,"Thomas Hirschhorn, Kurt Schwitters-Plattform, untere Kontrolle",2012,9783863351120,https://d-nb.info/1017295824/04,
1025766679,"Weiße Federn, schwarzes Fell",2012,9783891692257,https://d-nb.info/1025766679/04,
1026665752,Wenn Gesinnung Form wird,2012,9783940064561,https://d-nb.info/1026665752/04,"Schmitt, Arne | Architekturfotografie | Deutschland | Ausstellung | Hannover <2012>"
1005908567,Anna Blume und ich,2011,9783775727532,https://d-nb.info/1005908567/04,"Schwitters, Kurt | Zeichnung | Ausstellung | Hannover <2011>"
1011122855,Bahman Jalali,2011,9783863350260,https://d-nb.info/1011122855/04,"Ǧalālī, Bahman | Fotografie | Alltag | Iran | Ausstellung | Hannover <2011>"
1125719877,Der Museumsbesuch,2011,9783000362286,,
1015463649,Götter und Helden,2011,9783891692219,,
1009889621,"""Ohne Ekstase kein Tanz!""",2011,9783891692202,https://d-nb.info/1009889621/04,
1016447256,Photography Calling!,2011,9783891692226,,
1012626164,Photography Calling!,2011,9783869303796,https://d-nb.info/1012626164/04,Fotografie | Geschichte 1960-2011 | Ausstellung | Hannover <2011> | Dokumentarfotografie | Geschichte 1960-2011 | Ausstellung | Hannover <2011>
1010802054,"Roman Bezjak, Socialist modernism",2011,9783775731881,http://deposit.dnb.de/cgi-bin/dokserv?id=3708126&prov=M&dok_var=1&dok_ext=htm,"Bezjak, Roman | Architekturfotografie | Osteuropa | Südosteuropa | Großstadt | Geschichte 2005-2010 | Ausstellung | Hannover <2011>"
101314242X,Siegfried Neuenhausen,2011,9783934421226,,
1012004678,Tacita Dean - film works with Merce Cunningham,2011,9783869302997,,
1018094288,"""The sound of downloading makes me want to upload""",2011,9783891692233,,
1006182721,Der Blick auf Fränzi und Marcella,2010,9783862060351,https://d-nb.info/1006182721/04,"Heckel, Erich | Kirchner, Ernst Ludwig | Pechstein, Max | Aktdarstellung | Modell | Mädchen | Fehrmann, Lina Franziska | Sprentzel, Marcella Albertine Olga | Modell"
1006328831,Der Blick auf Fränzi und Marcella,2010,9783891692158,,
1007976837,Die Schenkung Ann und Jürgen Wilde,2010,9783891692189,https://d-nb.info/1007976837/04,
999241737,Ein Geschenk ...,2010,9783835306608,https://d-nb.info/999241737/04,"Sprengel, Bernhard | Sammlung | Aufsatzsammlung"
1006569634,Kinder,2010,9783891692165,,
1001547179,Kontextarchitektur,2010,9783775726894,https://d-nb.info/1001547179/04,Architektur | Kunst | Museumsbau | Kongress | Hannover <2010>
1002017270,Liebesgeschichten,2010,9783891692127,https://d-nb.info/1002017270/04,
1003832091,Re-Re-Education,2010,9783865608437,https://d-nb.info/1003832091/04,
1000881008,"Richard Deacon, the missing part",2010,9783865607577,https://d-nb.info/1000881008/04,"Deacon, Richard | Plastik | Ausstellung | Straßburg <2010>"
1003432956,"Richard Deacon, the missing part",2010,9783865607935,https://d-nb.info/1003432956/04,"Deacon, Richard | Plastik | Ausstellung | Straßburg <2010>"
1009309714,Schüler an die Kunst,2010,9783891692196,,Kunstvermittlung | Museumspädagogik | Schule
1007460121,"Tet Arnold von Borsig - vom Firmenerben zum ""glücklichen Fotografen""",2010,9783891692172,,
1007900911,Timm Ulrichs,2010,9783775727945,https://d-nb.info/1007900911/04,"Ulrichs, Timm | Concept-art | Geschichte 1960-2010 | Ausstellung | Hannover <2010>"
1003246532,"Vom Leben gezeichnet, Leidenschaft in der Grafik der Moderne",2010,9783891692141,,
998937436,Film works with Merce Cunningham - Tacita Dean,2009,9783869300702,,
995768617,Henk Chabot,2009,9783891692103,,
994608845,Maquette Braunschweig,2009,9783865218346,,"Mychajlov, Borys | Fotografie | Braunschweig | Mensch | Geschichte 2008 | Bildband"
99354603X,"Marc, Macke und Delaunay",2009,9783891692073,https://d-nb.info/99354603X/04,
995156689,"Marc, Macke und Delaunay",2009,9783832192129,https://d-nb.info/995156689/04,"Marc, Franz | Malerei | Geschichte 1909-1915 | Ausstellung | Hannover <2009> | Macke, August | Malerei | Geschichte 1910-1914 | Ausstellung | Hannover <2009> | Delaunay, Robert | Malerei | Geschichte 1908-1928 | Ausstellung | Hannover <2009>"
993544487,"Marc, Macke und Delaunay",2009,9783891692097,,
996365885,Nachtblüten,2009,9783891692110,,
992806801,Schwitters in Norway,2009,9783775724203,https://d-nb.info/992806801/04,"Schwitters, Kurt | Collage | Geschichte 1913-1939 | Ausstellung | Oslo <2009> | Schwitters, Kurt | Assemblage | Geschichte 1913-1939 | Ausstellung | Oslo <2009> | Schwitters, Kurt | Landschaftsmalerei | Norwegen | Geschichte 1913-1939 | Ausstellung | Oslo <2009>"
99121594X,Drehmomente,2008,,,
990312402,Dressing the message,2008,9783891692080,https://d-nb.info/990312402/04,
987536923,Helen Levitt,2008,9783891692042,http://deposit.dnb.de/cgi-bin/dokserv?id=3070025&prov=M&dok_var=1&dok_ext=htm,
986312533,Helen Levitt,2008,9783775721691,,"Levitt, Helen | Fotografie | Großstadt | Straße | Bewohner | Geschichte 1937-1997"
984836578,1937. Auf Spurensuche,2007,9783891692028,,
983936013,Buch - book #9,2007,9783865602329,http://deposit.dnb.de/cgi-bin/dokserv?id=2945498&prov=M&dok_var=1&dok_ext=htm,"Feldmann, Hans-Peter | Ausstellung | Hannover <2007>"
985275642,César Domela,2007,9783891692035,https://d-nb.info/985275642/04,"Domela, César | Objektkunst | Sprengel Museum Hannover | Ausstellung | Hannover <2007>"
986767662,Die 1960er Jahre in Hannover,2007,9783891692066,,
982645155,Emil Schumacher - der Erde näher als den Sternen,2007,9783777435855,https://d-nb.info/982645155/04,"Schumacher, Emil | Malerei | Ausstellung | Hannover <2007>"
984167382,Horst Antes,2007,9783891692011,https://d-nb.info/984167382/04,
982530226,Kunsthändler und Sammler der Moderne im Nationalsozialismus,2007,9783496013693,https://d-nb.info/982530226/04,"Sprengel, Bernhard | Sammlung | Geschichte 1934-1945"
984850538,Made in Germany,2007,9783000218187,https://d-nb.info/984850538/04,
982978383,Made in Germany,2007,9783775719858,https://d-nb.info/982978383/04,Deutschland | Kunst | Geschichte 1999-2007 | Ausstellung | Hannover <2007>
98383427X,Nouveau Réalisme - Revolution des Alltäglichen,2007,9783775720588,https://d-nb.info/98383427X/04,Nouveau réalisme | Geschichte 1960-1970 | Ausstellung | Hannover <2007>
986514004,Nouveau Réalisme,2007,9783891692059,,
982316534,Timm Rautert,2007,9783865214188,http://deposit.dnb.de/cgi-bin/dokserv?id=2889344&prov=M&dok_var=1&dok_ext=htm,"Rautert, Timm | Fotografie | Geschichte 1966-2006 | Ausstellung | Leipzig <2006>"
988455579,"Wenn wir dich nicht sehen, siehst du uns auch nicht",2007,,,
982933207,"Wolfgang Tillmans, Sprengel-Installation (+4)",2007,9783891691991,http://deposit.dnb.de/cgi-bin/dokserv?id=2914596&prov=M&dok_var=1&dok_ext=htm,
